file_id,idx,text_ed,IS,weak,concat,concat_hate,premise0_cw_annA_platinum,premise1_cw_annA_platinum,premise2_cw_annA_platinum,premise3_cw_annA_platinum,premise4_cw_annA_platinum,premise5_cw_annA_platinum,conclusion_cw_annA_platinum,premise0_cw_annB_platinum,premise1_cw_annB_platinum,premise2_cw_annB_platinum,premise3_cw_annB_platinum,premise4_cw_annB_platinum,premise5_cw_annB_platinum,conclusion_cw_annB_platinum,premise0_cw_annC_platinum,premise1_cw_annC_platinum,premise2_cw_annC_platinum,premise3_cw_annC_platinum,premise4_cw_annC_platinum,premise5_cw_annC_platinum,conclusion_cw_annC_platinum,premise0_cw_platinum,premise1_cw_platinum,premise2_cw_platinum,premise3_cw_platinum,premise4_cw_platinum,premise5_cw_platinum,conclusion_cw_platinum,premise0_needed_judge_platinum,premise1_needed_judge_platinum,premise2_needed_judge_platinum,premise3_needed_judge_platinum,premise4_needed_judge_platinum,premise5_needed_judge_platinum,conclusion_needed_judge_platinum
13479397_1,281,"Ya know , if they can sell this stuff to White women , what CAN' T they sell them ? They could literally spread dog poop on a bun and charge $ 10 a sandwich ... I ca n't wait to see the commercials and watch some beauty like Sandra Bullock sink her teeth into it !!",,,"if they can sell this stuff to White women , what CAN' T they sell them ?. They could literally spread dog poop on a bun and charge $ 10 a sandwich . Therefore,  I ca n't wait to see the commercials and watch some beauty like Sandra Bullock sink her teeth into it !!.",0,UFS,CFS,,,,,NFS,NFS,UFS,,,,,NFS,NFS,CFS,,,,,NFS,NFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14094305_1,282,my first kiss was a girl that lived down the street from me when i was 10.I went to school with her younger sister.Her name was kelsey.She had blonde hair and blue eyes.She was 13.We were at the movies and then I figured I 'd take a chance and try to kiss her and it worked .,,,"My first kiss was a girl called Kelsey that lived down the street from me when i was 10. I went to school with her younger sister. She had blonde hair and blue eyes. She was 13. We were at the movies. Therefore, I figured I 'd take a chance and try to kiss her and it worked.",0,UFS,UFS,UFS,UFS,UFS,,UFS,UFS,UFS,UFS,UFS,UFS,,NFS,UFS,UFS,UFS,UFS,UFS,,NFS,UFS,UFS,UFS,UFS,UFS,,NFS,0.0,0.0,0.0,0.0,0.0,,0.0
13177001_5,283,"I also attended a Masters/PhD graduation ceremony at a major state university a few years ago - none of the CS degrees were awarded to blacks. [ a couple computer degrees went to blacks , but they were in IT with a focus on internet marketing/web-commerce ] So where are all these black computer geniuses hiding ?",,,"I also attended a Masters/PhD graduation ceremony at a major state university a few years ago. None of the CS degrees were awarded to blacks. A couple computer degrees went to blacks, but they were in IT with a focus on internet marketing/web-commerce. Therefore, Where are all these black computer geniuses hiding?.",0,UFS,UFS,UFS,,,,NFS,UFS,CFS,CFS,,,,NFS,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13852100_1,284,from reading this i realized there was no date or there is a meeting or something going on outside the ucc in cork at 10 : 30 am on the 10th of march. was walkiing around cork with a few friends and they tried handing out leaflets ¬ _ ¬ friends and i were not to happy,,,There is a meeting or event happening outside the UCC in Cork at 10:30 am on the 10th of March. I was walkiing around cork with a few friends and they tried handing out leaflets �� _ ��. Friends and i were not to happy.,0,UFS,UFS,UFS,,,,,UFS,UFS,NFS,,,,,UFS,UFS,UFS,,,,,UFS,UFS,UFS,,,,,0.0,0.0,0.0,,,,
13587851_10,285,What happened was that Vanemuine ( God of songs and games ) did n't like Estonians singing in English and sent Taara ( God of thunder and lighting ) to do something about it Sorry about the off-topic but I just had to post it somewhere and did n't want to make new topic for that .,,,"Vanemuine, the God of songs and games, did not approve of Estonians singing in English. Taara, the God of thunder and lighting, was sent to address the issue. Sorry about the off-topic but I just had to post it somewhere and did n't want to make new topic for that. ",0,CFS,CFS,NFS,,,,,CFS,CFS,NFS,,,,,CFS,CFS,NFS,,,,,CFS,CFS,NFS,,,,,0.0,0.0,0.0,,,,
14095095_4,286,"It 's parents working all the time and letting their kids watch hours of Mtv after they get home from school , makes the girls think that dressing and acting like the `` Ho 's '' in rap videos is cool and is all they are good for is to be `` pimped '' out !",,,Parents work all the time and let their kids watch hours of Mtv after school. makes the girls think that dressing and acting like the `` Ho 's '' in rap videos is cool. It is all they are good for is to be `` pimped '' out !.,0,CFS,CFS,NFS,,,,,CFS,NFS,NFS,,,,,UFS,UFS,UFS,,,,,CFS,NFS,NFS,,,,,0.0,1.0,0.0,,,,
13504803_7,287,"The immigration laws have not being updated so everybody can ask for a N-Card ( refugee permission ) , living here and the Social Security Departement of each canton will pay them 1.an one-piece appartement ( 300 $ /month ) 2.Hospital Insurance ( 200 $ /month ) 3.argent de poche ( 300 $ /month ) ....",,,The immigration laws have not been updated. Everybody can ask for a N-Card (refugee permission). The Social Security Departement of each canton will pay them 1.an one-piece appartement ( 300 $ /month ) 2.Hospital Insurance ( 200 $ /month ) 3.argent de poche ( 300 $ /month ).,0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
14027755_1,288,I wonder why this has been introduced I would n't trust anything that is being taught in our schools - nothing in our schools is for the betterment of our white children and anything that has been newly introduced ( especially in the times we are living in now ) I would be highly sceptical .,,,"I wonder why this has been introduced. nothing in our schools is for the betterment of our white children. Therefore, I would n't trust anything that is being taught in our schools. I would be highly sceptical (especially in the times we are living now).",0,NFS,CFS,,,,,NFS,NFS,CFS,,,,,NFS,NFS,CFS,,,,,NFS,NFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14034270_1,289,I'm going to say UKIP as they seem like at least a small step in the right direction but at the same time i 'm not sure what to make of all the theory 's that they are a distraction party and will just do the same as all the others when they get in ?,,,UKIP seems like a small step in the right direction. I am not sure what to make of all the theories that UKIP is a distraction party. UKIP may just do the same as all the other parties when they get in.,0,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,0.0,0.0,0.0,,,,
13566980_3,290,"First it was called `` Kod pastira '' ( At Shepherd 's ) in 1878 , then , in 1892 `` Kod Saborne crkve '' ( At the Cathedral Church ) , but this was soon removed , because it neither complied with regulations on restaurants , nor did the Church authorities find it suitable .",,,"First it was called `` Kod pastira '' ( At Shepherd 's ) in 1878 .  in 1892 `` Kod Saborne crkve '' ( At the Cathedral Church ) . The name neither complied with restaurant regulations nor Church authorities. Therefore, The name was removed.",0,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,0.0,0.0,0.0,,,,0.0
14027965_1,291,I found out this morning that junior school kids are n't allowed to sing Bar Bar Black sheep anymore because it 's racist and might offend the coloured kids so they are being told to sing Bar Bar randow sheep ! whats next we 'll not be allowed to sing god save the queen .,,,"Junior school kids are not allowed to sing Bar Bar Black Sheep anymore. it is considered racist and might offend colored kids. Instead, they are being told to sing Bar Bar Random Sheep. Therefore, whats next we 'll not be allowed to sing god save the queen .",0,CFS,CFS,CFS,,,,NFS,CFS,CFS,CFS,,,,NFS,CFS,CFS,CFS,,,,NFS,CFS,CFS,CFS,,,,NFS,0.0,0.0,0.0,,,,0.0
30542509_1,292,"It's very easy for people to sit behind their computers in the comfort of their homes and judge an elderly gentleman who has dedicated his life to exposing the Holocaust myth when it 's not your office being burned to the ground , when it 's not you being bankrupted or thrown in prison .",,,"The elderly gentleman has dedicated his life to exposing the Holocaust myth. It's not your office being burned to the ground. It's not you being bankrupted or thrown in prison. Therefore, It's very easy for people to sit behind their computers in the comfort of their homes and judge an elderly gentleman.",0,CFS,NFS,NFS,,,,NFS,UFS,UFS,UFS,,,,NFS,UFS,NFS,NFS,,,,NFS,UFS,NFS,NFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13587851_9,293,"Funny part was that just when they were singing the only song that was in English , it started to rain and lighting bolt striked into TV antenna that was up just next to the stage - it was blackout for 1 minute and picture came back just when they were finishing that song .",,,The band was singing the only English song. It started to rain and there was a lightning bolt. The lightning bolt struck the TV antenna next to the stage. The TV went out for 1 minute. The picture came back when the band was finishing the song.,0,UFS,UFS,UFS,UFS,UFS,,,UFS,UFS,UFS,UFS,UFS,,,UFS,UFS,UFS,UFS,UFS,,,UFS,UFS,UFS,UFS,UFS,,,0.0,0.0,0.0,0.0,0.0,,
14020425_1,294,I'm with you on that one brother. that 's why I suggested in my first post that you use Stormfront as a casual second source. the bulk of the people on here use it as a sort of Dungeons and Dragons our fantasy football league and they have no real interest in being active .,,,"The bulk of people on Stormfront use it as a sort of Dungeons and Dragons or fantasy football league. They have no real interest in being active. Therefore, I'm with you on using Stormfront as a second source.",0,CFS,CFS,,,,,NFS,UFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,1.0,0.0,,,,,0.0
13465892_1,295,Absolute Vodka as a company is anti White as they 're a sponsor for RuPaul 's Drag race and a huge advocate for the LGBT community as well as is the first company to ever sponsor a gay party back in the 70 's : Behind the Scenes of Absolut Vodka Cocktail Perfected - YouTube,,,"Absolute Vodka is a sponsor for RuPaul's Drag Race. Absolute Vodka is a huge advocate for the LGBT community. Absolute Vodka was the first company to sponsor a gay party in the 1970s. Therefore, Absolute Vodka is an anti-White company.",0,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,0.0,0.0,0.0,,,,0.0
31512218_3,296,"I also read in `` March of the Titans '' that there are three `` subraces '' pf whites , nordic , alpine , and mediterranian , and found out I could be a poster boy for the Alpine group ( round face , brown hair , green eyes , stocky build ) !",,,"I read in ""March of the Titans"" that there are three ""subraces"" of whites: Nordic, Alpine, and Mediterranean. I have round face , brown hair , green eyes , stocky build. Therefore, I could be a poster boy for the Alpine group.",0,CFS,UFS,,,,,UFS,CFS,UFS,,,,,UFS,CFS,UFS,,,,,NFS,CFS,UFS,,,,,UFS,0.0,0.0,,,,,0.0
13859827_1,297,i think everybody knew check out his thread ' skinheads ' https : //www.stormfront.org/forum/show ... rish + skinheads knowbody trusted him from day one yet he still went ahead with a story that is old news more fools the star for even printing it. i dont notice any posts from joeblogs defending him self,,,i think everybody knew check out his thread ' skinheads ' https : //www.stormfront.org/forum/show. rish + skinheads knowbody trusted him from day one. he still went ahead with a story that is old news. more fools the star for even printing it. i dont notice any posts from joeblogs defending him self.,0,NFS,UFS,UFS,UFS,UFS,,,NFS,NFS,NFS,NFS,NFS,,,NFS,UFS,UFS,UFS,UFS,,,NFS,UFS,UFS,UFS,UFS,,,0.0,0.0,0.0,0.0,0.0,,
13499106_2,298,"Many alcoholics can fall into `` zapoy '' and drink up to 5-7 liters of `` palenka '' during the daylight time , only drinking water and some old bread as their `` zakus` '' , but it escapes me , how they show their extreme europeoid genotype by doing all of this .",,,"Many alcoholics can fall into `` zapoy '' and drink up to 5-7 liters of `` palenka '' during the daylight time. They only consume water and some old bread as their ""zakus"". it escapes me , how they show their extreme europeoid genotype by doing all of this . ",0,CFS,CFS,NFS,,,,,UFS,UFS,CFS,,,,,CFS,CFS,NFS,,,,,CFS,CFS,NFS,,,,,0.0,0.0,0.0,,,,
13479818_1,299,"I want more data but this is a good start ... You 've made me wish I had n't been such a TV-phobe these last few years Next stop , I 'll be looking up all these characters and adding photos in case there are other cave dwellers like me on this thread ...",,,I want more data but this is a good start. You 've made me wish I had n't been such a TV-phobe these last few years. I 'll be looking up all these characters and adding photos in case there are other cave dwellers like me on this thread .,0,UFS,UFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,0.0,0.0,0.0,,,,
30429569_4,300,"In interviews with the sailors , Bikel learns of some of the high-pressure police interrogation techniques -- including the threat of the death penalty , sleep deprivation , and intimidation -- that led each of the `` Norfolk Four '' to confess , despite a lack of evidence linking them to the crime .",,,"In interviews with the sailors , Bikel learns of some of the high-pressure police interrogation techniques. These techniques include the threat of the death penalty, sleep deprivation, and intimidation. Despite a lack of evidence linking them to the crime, each of the ""Norfolk Four"" confessed. ",0,CFS,CFS,CFS,,,,,NFS,UFS,UFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
