file_id,idx,text_ed,premise0,premise1,premise2,conclusion,concat,weak,check_worthy_premise0,check_worthy_premise1,check_worthy_premise2,check_worthy_conclusion,premise0_hate,premise1_hate,premise2_hate,conclusion_hate,arg_comps_ok,target_ok,only_claims,label
14112231_1,313,"I met her in person a month or two ago , she has n't been back on stormfront , I have n't even seen her on AIM lately , I 'd say email is your best hope of contacting her .",I met her in person a month or two ago,She hasn't been back on stormfront,I haven't even seen her on AIM lately,Email is the best way to contact her,,,UFS,UFS,UFS,NFS,0,0,0,0,,,,Non-HS
13843751_2,315,I would prefer to get the lot of us together and tackle the real enemies of Northern Ireland and the Republic of Ireland ergo the Island of Ireland ... and the enemy is n't each other my brothers and sisters .,I would prefer to get the lot of us together and tackle the real enemies of Northern Ireland and the Republic of Ireland ergo the Island of Ireland,the enemy is n't each other my brothers and sisters .,,,,,NFS,NFS,,,0,0,,,,,,Non-HS
30398286_1,316,all the time we are a targeted people i 've been attacked four times for no reason except i 'm white and i was alone learn how to defend yourself your friends and your family for any and all possibilities,all the time we are a targeted people,i 've been attacked four times for no reason except i 'm white,,i was alone learn how to defend yourself your friends and your family for any and all possibilities,,,NFS,NFS,,NFS,0,0,,0,,,,Non-HS
30593435_1,317,"Only 6 Corporations Control Over 90 % of the Television Channels These Corporations are Anti-White and are Turning Our People Into Zombies Let 's break the monopoly of news and information by supporting alternative , pro-white media like Stormfront .",Only 6 corporations control over 90% of the television channels.,These corporations are anti-white.,These corporations are turning people into zombies.," Let 's break the monopoly of news and information by supporting alternative , pro-white media like Stormfront .",,,CFS,CFS,CFS,CFS,0,0,0,0,,,,Non-HS
14020259_1,319,Just start your own crew and start advertising it in your flyers or whatever if you are atcually active you should email me I 'm trying to set up a network of all the serious white nationalists across Canada .,Just start your own crew and start advertising it in your flyers or whatever,"If you are actually active, you should email me",I'm trying to set up a network of all the serious white nationalists across Canada,,,,NFS,NFS,NFS,,0,0,0,,,,1,Non-HS
14111329_1,320,"Hey j.p. i called the number you left me in my mail a couple of weeks ago but they said they never heard of ya , i e-mailed you back and havent heard back , shoot me yopur #again .",Hey j.p. i called the number you left me in my mail a couple of weeks ago,"they said they never heard of ya , i e-mailed you back and havent heard back ",, shoot me yopur #again .,,,NFS,NFS,,NFS,0,0,,0,,,,Non-HS
13051968_1,322,"They're trying to turn the Internet into a mirror version of television , in other words turn it into a wasteland of celebrity worship and wipe out all of it 's potential as a medium for informing and educating .",They're trying to turn the Internet into a mirror version of television , in other words turn it into a wasteland of celebrity worship and wipe out all of it 's potential as a medium for informing and educating .,.,,,,CFS,CFS,,,0,0,,,,,1,Non-HS
14063020_1,323,Acts of racism in Ireland show short memories of Irish everywhere Read more : Acts of racism in Ireland show short memories of Irish everywhere | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook,Read more : Acts of racism in Ireland show short memories of Irish everywhere | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook,,,,,,CFS,,,,0,,,,,,1,Non-HS
14106048_1,324,im sorry about being a bitch.i was just hurt.hope you find your talk with someone.ifyouwant to talk to someone who is trying to get their degrees pm me on sf or im me on aol aryan14words@aol.com or yahoo whiteqt242002 christy88,im sorry about being a bitch.,i was just hurt.hope you find your talk with someone,,ifyouwant to talk to someone who is trying to get their degrees pm me on sf or im me on aol aryan14words@aol.com or yahoo whiteqt242002 christy88,,,NFS,NFS,,NFS,0,0,,0,,,,Non-HS
14076792_3,325,"Graveland was my favourite band until Prawo Stali , then there was too much of same material released one after another , but on myspace he has new material , new sound , I ca n't wait for this .",Graveland was my favourite band until Prawo Stali.,There was too much of the same material released one after another.,The artist has new material and a fresh sound on myspace.,,,,UFS,UFS,UFS,,0,0,0,,,,1,Non-HS
14105677_1,326,i saw it on opp.now i know what your name stands for.congrats you have a nice looking boyfriend.i read opp once and awhile to see if they took my pic off of here yet and put it on there .,I saw it on opp.now,i know what your name stands for.,congrats you have a nice looking boyfriend,awhile to see if they took my pic off of here yet and put it on there .,,,UFS,NFS,NFS,NFS,0,0,0,0,,,1,Non-HS
13507823_2,327,"The brutality of his crime and his lack of remorse made Jackson the `` model candidate for death in the gas house , '' one columnist wrote after his death sentence was upheld by the state 's highest court .","The brutality of his crime and his lack of remorse made Jackson the `` model candidate for death in the gas house , ''",one columnist wrote after his death sentence was upheld by the state 's highest court .,,,,,CFS,CFS,,,0,0,,,,,1,Non-HS
13842968_2,328,"None of us are claiming to be better NOR superior to any other white nationality Take a nice , long holiday to Ireland and see what we 're bloody talking about for yourself before you jump in on it .",None of us are claiming to be better NOR superior to any other white nationality,,,- See for yourself before making assumptions about Ireland and its people.,,,NFS,,,NFS,0,,,0,,,,Non-HS
30520490_1,329,ive looked into classes on gunsmithing i can do basic things but i just dont have every tool for every gun on the market. and if it ever comes down to dooms day we are gonna need a good smithy,I have looked into classes on gunsmithing.,"I can do basic things, but I don't have every tool for every gun on the market.",,"If it ever comes down to doomsday, we are going to need a good smithy.",,,UFS,UFS,,NFS,0,0,,0,,,,Non-HS
13616429_2,330,Perfectly normal and WHITE names Next try : Leida f Kulla m Alma f Ege m Ärta f Epp m Endla f Arno m Tiiu f Ikevald m Piibe f Reet m Rünno m Does Ikevald have any meaning ?,Perfectly normal and WHITE names Next try : Leida f Kulla m Alma f Ege m Ärta f Epp m Endla f Arno m Tiiu f Ikevald m Piibe f Reet m Rünno m ,Does Ikevald have any meaning ?,,,,,NFS,NFS,,,0,0,,,,,1,Non-HS
30442444_2,331,Our people do n't need to feel down about all this and neither do we need to turn off new member prospects from this fine place so a little less crying and a little more doing is called for .,Our people do n't need to feel down about all this,neither do we need to turn off new member prospects from this fine place, a little less crying and a little more doing is called for .,,,,NFS,NFS,NFS,,0,0,0,,,,1,Non-HS
13476634_1,332,"A mentally-ill Orthodox cantor who told jurors he was `` The Michael Jackson of Jewish music '' was sentenced in Manhattan yesterday to at least a year in prison for swindling a Washington Heights woman out of $ 36,000 .",A mentally-ill Orthodox cantor,who told jurors he was `` The Michael Jackson of Jewish music '',"He was sentenced in Manhattan yesterday to at least a year in prison for swindling a Washington Heights woman out of $ 36,000.",,,,CFS,CFS,CFS,,0,0,0,,,,1,Non-HS
14030058_1,333,i used to post on here a few years back as kruger but for some reason i cant register with that name so here goes with the new one 88 to all i know and to those i will meet,i used to post on here a few years back as kruger, for some reason i cant register with that name,,here goes with the new one 88 to all i know and to those i will meet,,,UFS,NFS,,UFS,0,0,,0,,,,Non-HS
31753159_1,334,man i always have a hard time when ever i try to make a website too much stuff to do i get confused well anyway id really like to see that website whenever you get finished with it Heil Hitler,man i always have a hard time when ever i try to make a website,too much stuff to do i get confused,id really like to see that website whenever you get finished with it Heil Hitler,,,,NFS,NFS,NFS,,0,0,0,,,,1,Non-HS
13865413_1,336,just posting to say I got a month of community service for stealing lightbulbs out of a place I was renting + a 280Euro fine. compare that to the black rapist a while ago who got off scot free .,Got a month of community service for stealing lightbulbs out of a place I was renting.,I received a 280Euro fine.,,compare that to the black rapist a while ago who got off scot free .,,,UFS,UFS,NFS,,0,0,,0,,,,Non-HS
30793006_1,337,"i live in the bay area and have no car and barely any money to my name. i want to join the fight. if anyone is going from around here or can get me there , please pm me .",I live in the Bay Area and I have no car.,I barely have any money to my name.,I want to join the fight.,"If anyone is going from around here or can get me there, please send me a private message.",,,UFS,UFS,NFS,NFS,0,0,0,0,,,,Non-HS
